GeneID,importance,Symbol,Description
597,0.0006868092329392,BCL2A1,BCL2 related protein A1
84960,0.0006860275499618,CCDC183,coiled-coil domain containing 183
79652,0.0006799263269851,TMEM204,transmembrane protein 204
100130231,0.0006786062823298,LINC00861,long intergenic non-protein coding RNA 861
64426,0.0006777969127938,SUDS3,"SDS3 homolog, SIN3A corepressor complex component"
286480,0.0006641361700497,UBE2E4P,ubiquitin conjugating enzyme E2 E4 pseudogene
105371453,0.0006548453129616,BCAN-AS1,BCAN antisense RNA 1
8514,0.0006534576534576,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2
8854,0.0006477946017116,ALDH1A2,aldehyde dehydrogenase 1 family member A2
283089,0.0006469658788184,WDR11-DT,WDR11 divergent transcript
57535,0.0006449820285686,ELAPOR1,endosome-lysosome associated apoptosis and autophagy regulator 1
80233,0.000634898492963,FAAP100,FA core complex associated protein 100
949,0.0006246048557927,SCARB1,scavenger receptor class B member 1
105378943,0.0006216037670688,LOC105378943,
101927178,0.0006205194805194,LOC101927178,uncharacterized LOC101927178
64855,0.0006173950608395,NIBAN2,niban apoptosis regulator 2
101929255,0.0006149425308899,LOC101929255,uncharacterized LOC101929255
100422878,0.0006006518503532,MIR3168,microRNA 3168
10077,0.0005976721160667,TSPAN32,tetraspanin 32
55850,0.0005956575931808,USE1,unconventional SNARE in the ER 1
28755,0.0005927878006929,TRAC,T cell receptor alpha constant
440021,0.0005900789883078,KRTAP5-2,keratin associated protein 5-2
51295,0.0005892072406358,ECSIT,ECSIT signaling integrator
105370489,0.00058763923972,LOC105370489,uncharacterized LOC105370489
339855,0.0005856962613719,KY,kyphoscoliosis peptidase
1286,0.0005782608695652,COL4A4,collagen type IV alpha 4 chain
150759,0.0005754245754245,LINC00342,long intergenic non-protein coding RNA 342
54758,0.0005751736635457,KLHDC4,kelch domain containing 4
10078,0.0005707852518998,TSSC4,tumor suppressing subtransferable candidate 4
7161,0.0005683103668986,TP73,tumor protein p73
28647,0.0005665891758516,TRAV35,T cell receptor alpha variable 35
383,0.0005664339264339,ARG1,arginase 1
442917,0.0005619265898128,MIR372,microRNA 372
2987,0.0005593695468618,GUK1,guanylate kinase 1
126133,0.0005590262114023,ALDH16A1,aldehyde dehydrogenase 16 family member A1
101928230,0.0005576460654801,LOC101928230,uncharacterized LOC101928230
81857,0.000557542972062,MED25,mediator complex subunit 25
9322,0.0005562437562437,TRIP10,thyroid hormone receptor interactor 10
79676,0.0005439003125863,OGFOD2,2-oxoglutarate and iron dependent oxygenase domain containing 2
109616964,0.0005435664262742,SNORA22B,"small nucleolar RNA, H/ACA box 22B"
2189,0.0005417956656346,FANCG,FA complementation group G
4669,0.0005407100639298,NAGLU,N-acetyl-alpha-glucosaminidase
27284,0.0005405405405405,SULT1B1,sulfotransferase family 1B member 1
1605,0.0005405405405405,DAG1,dystroglycan 1
683,0.0005404725186601,BST1,bone marrow stromal cell antigen 1
79751,0.0005380845654016,SLC25A22,solute carrier family 25 member 22
107986599,0.0005375530657152,LOC107986599,uncharacterized LOC107986599
9556,0.0005358429646914,ATP5MJ,ATP synthase membrane subunit j
105371026,0.0005342357483533,LOC105371026,uncharacterized LOC105371026
9401,0.0005341418488271,RECQL4,RecQ like helicase 4
10500,0.0005339682539682,SEMA6C,semaphorin 6C
10942,0.000532427843803,PRSS21,serine protease 21
51700,0.0005308421308421,CYB5R2,cytochrome b5 reductase 2
151827,0.000530365691656,LRRC34,leucine rich repeat containing 34
51078,0.0005262664165103,THAP4,THAP domain containing 4
100526794,0.0005261234928754,NT5C1B-RDH14,NT5C1B-RDH14 readthrough
10755,0.0005236746159823,GIPC1,GIPC PDZ domain containing family member 1
5575,0.000523640797325,PRKAR1B,protein kinase cAMP-dependent type I regulatory subunit beta
8790,0.0005191323785162,FPGT,fucose-1-phosphate guanylyltransferase
284309,0.0005168999224185,ZNF776,zinc finger protein 776
5176,0.0005165367780506,SERPINF1,serpin family F member 1
105378305,0.0005146196401673,LOC105378305,uncharacterized LOC105378305
79177,0.0005114832715147,ZNF576,zinc finger protein 576
105379052,0.0005105098560889,LOC105379052,uncharacterized LOC105379052
105372235,0.0005104761364005,LOC105372235,uncharacterized LOC105372235
83475,0.0005100937672366,DOHH,deoxyhypusine hydroxylase
51063,0.0005073780810885,CALHM2,calcium homeostasis modulator family member 2
375341,0.0005058121432278,C3orf62,chromosome 3 open reading frame 62
100506476,0.0005030968251497,MIDEAS-AS1,MIDEAS antisense RNA 1
5110,0.0005027621027621,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase
200010,0.0005018760315974,SLC5A9,solute carrier family 5 member 9
101929023,0.0005015637711289,LINC01762,long intergenic non-protein coding RNA 1762
114879,0.0005007256894049,OSBPL5,oxysterol binding protein like 5
101927708,0.0004995888157894,LOC101927708,uncharacterized LOC101927708
100289274,0.000498704235248,DNAJC3-DT,DNAJC3 divergent transcript
115209,0.0004967360613021,OMA1,OMA1 zinc metallopeptidase
157869,0.0004951698547757,SBSPON,somatomedin B and thrombospondin type 1 domain containing
8425,0.0004920740389178,LTBP4,latent transforming growth factor beta binding protein 4
102724945,0.000491684602316,LOC102724945,uncharacterized LOC102724945
5008,0.0004912881712881,OSM,oncostatin M
57418,0.0004906211712815,WDR18,WD repeat domain 18
203062,0.0004884536097335,TSNARE1,t-SNARE domain containing 1
4577,0.0004882390336935,TRNV,tRNA-Val
55504,0.0004876197684411,TNFRSF19,TNF receptor superfamily member 19
148022,0.0004864864864864,TICAM1,TIR domain containing adaptor molecule 1
91608,0.0004861111111111,RASL10B,RAS like family 10 member B
101752400,0.0004847195533431,CAPN10-DT,CAPN10 divergent transcript
113179,0.0004843913681122,ADAT3,adenosine deaminase tRNA specific 3
259197,0.000483879756607,NCR3,natural cytotoxicity triggering receptor 3
100616256,0.0004836542767577,MIR4721,microRNA 4721
54893,0.000483176748276,MTMR10,myotubularin related protein 10
255130,0.000481089969462,IGFBP7-AS1,IGFBP7 antisense RNA 1
27240,0.000480055658627,SIT1,signaling threshold regulating transmembrane adaptor 1
5933,0.0004795204795204,RBL1,RB transcriptional corepressor like 1
6742,0.0004790526546624,SSBP1,single stranded DNA binding protein 1
6171,0.0004779701022816,RPL41,ribosomal protein L41
79734,0.0004779701022816,KCTD17,potassium channel tetramerization domain containing 17
1101,0.0004771987357202,CHAD,chondroadherin
79750,0.0004764381728328,ZNF385D,zinc finger protein 385D
63925,0.0004761904761904,ZNF335,zinc finger protein 335
25855,0.0004760932560235,BRMS1,BRMS1 transcriptional repressor and anoikis regulator
2983,0.0004760932560235,GUCY1B1,guanylate cyclase 1 soluble subunit beta 1
112267874,0.0004753704202956,LOC112267874,replaced by ID 105378948
439931,0.0004711649172007,THAP7-AS1,THAP7 antisense RNA 1
81532,0.0004706631784941,MOB2,MOB kinase activator 2
28614,0.0004705258365972,TRBV5-1,T cell receptor beta variable 5-1
5883,0.0004703514399525,RAD9A,RAD9 checkpoint clamp component A
3717,0.0004703160616473,JAK2,Janus kinase 2
51426,0.0004694186821846,POLK,DNA polymerase kappa
5709,0.0004688644688644,PSMD3,"proteasome 26S subunit, non-ATPase 3"
9235,0.0004681984681984,IL32,interleukin 32
101927401,0.000466897317453,LOC101927401,uncharacterized LOC101927401
55210,0.0004668693009118,ATAD3A,ATPase family AAA domain containing 3A
652968,0.0004661654135338,CASTOR1,cytosolic arginine sensor for mTORC1 subunit 1
105377498,0.0004640771655165,LOC105377498,uncharacterized LOC105377498
493856,0.0004624705007319,CISD2,CDGSH iron sulfur domain 2
54807,0.0004613780149256,ZNF586,zinc finger protein 586
55663,0.0004613775065387,ZNF446,zinc finger protein 446
55231,0.0004610811266655,CCDC87,coiled-coil domain containing 87
4065,0.0004600823115108,LY75,lymphocyte antigen 75
4942,0.0004566117507293,OAT,ornithine aminotransferase
10578,0.0004550639192972,GNLY,granulysin
23034,0.0004536594010278,SAMD4A,sterile alpha motif domain containing 4A
81566,0.0004529019891642,CSRNP2,cysteine and serine rich nuclear protein 2
158062,0.0004523157057986,LCN6,lipocalin 6
29760,0.000451171310132,BLNK,B cell linker
727897,0.0004509847689075,MUC5B,"mucin 5B, oligomeric mucus/gel-forming"
314,0.0004498837928326,AOC2,amine oxidase copper containing 2
80254,0.0004498502282001,CEP63,centrosomal protein 63
57336,0.0004487956487956,ZNF287,zinc finger protein 287
914,0.0004487543706293,CD2,CD2 molecule
51602,0.0004482458728305,NOP58,NOP58 ribonucleoprotein
4338,0.0004467142193896,MOCS2,molybdenum cofactor synthesis 2
284361,0.0004463511720477,EMC10,ER membrane protein complex subunit 10
79885,0.0004431052818149,HDAC11,histone deacetylase 11
896,0.0004410004410004,CCND3,cyclin D3
51635,0.0004398574536029,DHRS7,dehydrogenase/reductase 7
84223,0.0004395143263564,IQCG,IQ motif containing G
613038,0.0004389304812834,LOC613038,SAGA complex associated factor 29 pseudogene
3798,0.0004347570935007,KIF5A,kinesin family member 5A
84938,0.0004343629343629,ATG4C,autophagy related 4C cysteine peptidase
79797,0.000433990252172,ZNF408,zinc finger protein 408
692148,0.0004334807607253,SCARNA10,small Cajal body-specific RNA 10
30061,0.0004324765581908,SLC40A1,solute carrier family 40 member 1
23541,0.0004323107233323,SEC14L2,SEC14 like lipid binding 2
100129083,0.0004313725490196,SIGLEC10-AS1,SIGLEC10 antisense RNA 1
135644,0.0004295610164502,TRIM40,tripartite motif containing 40
51003,0.0004285084188049,MED31,mediator complex subunit 31
84659,0.0004284866239271,RNASE7,ribonuclease A family member 7
56731,0.0004272654370489,SLC2A4RG,SLC2A4 regulator
117854,0.000426077478709,TRIM6,tripartite motif containing 6
6650,0.000424022102661,CAPN15,calpain 15
100534012,0.0004238021103615,TNFAIP8L2-SCNM1,TNFAIP8L2-SCNM1 readthrough
101928973,0.0004228571428571,LINC01732,long intergenic non-protein coding RNA 1732
124401,0.0004192094134951,ANKS3,ankyrin repeat and sterile alpha motif domain containing 3
4514,0.0004177861313951,COX3,cytochrome c oxidase subunit III
1029,0.0004168182870753,CDKN2A,cyclin dependent kinase inhibitor 2A
10169,0.0004164966680266,SERF2,small EDRK-rich factor 2
105372431,0.00041625,LOC105372431,uncharacterized LOC105372431
79003,0.0004161670183525,MIS12,MIS12 kinetochore complex component
653486,0.0004099657917839,SCGB1C2,secretoglobin family 1C member 2
51060,0.0004099456943072,TXNDC12,thioredoxin domain containing 12
205717,0.0004097753771161,USF3,upstream transcription factor family member 3
56164,0.0004076524226711,STK31,serine/threonine kinase 31
101929623,0.0004053717180652,LINC01215,long intergenic non-protein coding RNA 1215
56963,0.0004041513610141,RGMA,repulsive guidance molecule BMP co-receptor a
9700,0.0004027972027972,ESPL1,"extra spindle pole bodies like 1, separase"
27247,0.0004024390243902,NFU1,NFU1 iron-sulfur cluster scaffold
105373102,0.0004023257570037,LOC105373102,uncharacterized LOC105373102
84803,0.0004012383900928,GPAT3,glycerol-3-phosphate acyltransferase 3
55793,0.0004011492383585,MINDY1,MINDY lysine 48 deubiquitinase 1
105377006,0.0004010990511788,LINC02084,long intergenic non-protein coding RNA 2084
102723727,0.0004005257899994,LPGAT1-AS1,LPGAT1 antisense RNA 1
10765,0.0004001524390243,KDM5B,lysine demethylase 5B
10661,0.0003991834949332,KLF1,KLF transcription factor 1
10017,0.0003990466988727,BCL2L10,BCL2 like 10
113246,0.0003988603988603,C12orf57,chromosome 12 open reading frame 57
101928932,0.0003986663491307,LOC101928932,uncharacterized LOC101928932
92170,0.0003973244147157,MTG1,mitochondrial ribosome associated GTPase 1
28632,0.0003967024939997,TRBJ1-4,T cell receptor beta joining 1-4
221476,0.0003966349936452,PI16,peptidase inhibitor 16
6932,0.0003965941465941,TCF7,transcription factor 7
1892,0.0003962848297213,ECHS1,"enoyl-CoA hydratase, short chain 1"
3176,0.0003933036660309,HNMT,histamine N-methyltransferase
35,0.000392589866274,ACADS,acyl-CoA dehydrogenase short chain
5909,0.0003924596865773,RAP1GAP,RAP1 GTPase activating protein
107985773,0.0003920403920403,LOC107985773,
23574,0.0003913915541822,PRG1,p53-responsive gene 1
53342,0.0003912074303405,IL17D,interleukin 17D
79073,0.0003908739908739,TMEM109,transmembrane protein 109
2767,0.0003907768119255,GNA11,G protein subunit alpha 11
57460,0.0003906003906003,PPM1H,"protein phosphatase, Mg2+/Mn2+ dependent 1H"
125893,0.0003905452490818,ZNF816,zinc finger protein 816
9692,0.0003901881400333,PRORP,protein only RNase P catalytic subunit
54587,0.0003901646006909,MXRA8,matrix remodeling associated 8
100423062,0.0003883557026414,IGLL5,immunoglobulin lambda like polypeptide 5
56242,0.0003874776386404,ZNF253,zinc finger protein 253
55615,0.0003871573735821,PRR5,proline rich 5
4213,0.0003865409150858,MEIS3P1,Meis homeobox 3 pseudogene 1
100329109,0.0003861003861003,GCSHP3,GCSH pseudogene 3
93185,0.0003860294117647,IGSF8,immunoglobulin superfamily member 8
100506844,0.0003860294117647,GIHCG,GIHCG inhibitor of miR-200b/200a/429 expression
29800,0.000385243902439,ZDHHC1,zinc finger DHHC-type containing 1
112267951,0.0003835982161563,LOC112267951,
9409,0.0003828137496552,PEX16,peroxisomal biogenesis factor 16
57222,0.000382535321821,ERGIC1,endoplasmic reticulum-golgi intermediate compartment 1
8797,0.000382351992108,TNFRSF10A,TNF receptor superfamily member 10a
101928512,0.0003821318000884,LOC101928512,uncharacterized LOC101928512
51026,0.0003821318000884,GOLT1B,golgi transport 1B
51250,0.0003812465526751,MTRES1,mitochondrial transcription rescue factor 1
5165,0.0003811764705882,PDK3,pyruvate dehydrogenase kinase 3
100507495,0.000380391929499,SDCBP2-AS1,SDCBP2 antisense RNA 1
6920,0.000380391929499,TCEA3,transcription elongation factor A3
64975,0.0003802499999999,MRPL41,mitochondrial ribosomal protein L41
105374376,0.0003792569659442,LOC105374376,
1891,0.0003792569659442,ECH1,enoyl-CoA hydratase 1
92304,0.0003776683087027,SCGB3A1,secretoglobin family 3A member 1
8139,0.0003776044940289,GAN,gigaxonin
113218487,0.000377567708837,MIR10394,microRNA 10394
643733,0.0003772326744462,CASP4LP,"caspase 4 like, pseudogene"
339123,0.000376918767507,JMJD8,jumonji domain containing 8
85376,0.0003768641114982,RIMBP3,RIMS binding protein 3
27040,0.0003766846281131,LAT,linker for activation of T cells
4064,0.0003766846281131,CD180,CD180 molecule
2109,0.0003758554488989,ETFB,electron transfer flavoprotein subunit beta
107986493,0.0003758162447015,LOC107986493,uncharacterized LOC107986493
100131532,0.0003757727956752,LOC100131532,uncharacterized LOC100131532
105371075,0.0003753429207974,LOC105371075,uncharacterized LOC105371075
9158,0.0003749022795462,FIBP,FGF1 intracellular binding protein
112942,0.0003736944754892,CFAP36,cilia and flagella associated protein 36
341883,0.0003736025023507,LRRC9,leucine rich repeat containing 9
728118,0.0003727363727363,NUTM2A,NUT family member 2A
2905,0.0003719040247678,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C
3755,0.0003708618342764,KCNG1,potassium voltage-gated channel modifier subfamily G member 1
692204,0.0003705429507143,SNORD88C,"small nucleolar RNA, C/D box 88C"
7439,0.0003680010411552,BEST1,bestrophin 1
57410,0.0003666097726428,SCYL1,SCY1 like pseudokinase 1
8315,0.0003657754010695,BRAP,BRCA1 associated protein
915,0.0003656871494059,CD3D,CD3 delta subunit of T-cell receptor complex
101927596,0.0003654135338345,ANKRD44-AS1,ANKRD44 antisense RNA 1
3748,0.0003640467640467,KCNC3,potassium voltage-gated channel subfamily C member 3
721,0.0003637658637658,C4B,complement C4B (Chido blood group)
6795,0.0003631301821703,AURKC,aurora kinase C
1525,0.0003625853304284,CXADR,CXADR Ig-like cell adhesion molecule
6001,0.0003624218918336,RGS10,regulator of G protein signaling 10
54413,0.0003624069564002,NLGN3,neuroligin 3
10459,0.0003622902069415,MAD2L2,mitotic arrest deficient 2 like 2
3300,0.0003614509246088,DNAJB2,DnaJ heat shock protein family (Hsp40) member B2
55364,0.000361124645324,IMPACT,impact RWD domain protein
730091,0.000360902255639,LINC00886,long intergenic non-protein coding RNA 886
112268238,0.00036,LOC112268238,replaced by ID 554313
8270,0.0003596037829447,LAGE3,L antigen family member 3
6324,0.0003593377046087,SCN1B,sodium voltage-gated channel beta subunit 1
1978,0.0003588383838383,EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1
84259,0.0003585185185185,DCUN1D5,defective in cullin neddylation 1 domain containing 5
440515,0.0003578947368421,ZNF506,zinc finger protein 506
11103,0.0003577241291527,KRR1,KRR1 small subunit processome component homolog
105374177,0.0003570656370656,LINC02029,long intergenic non-protein coding RNA 2029
135932,0.0003567901234567,TMEM139,transmembrane protein 139
107985063,0.0003567815332521,LOC107985063,
9049,0.0003564627564627,AIP,aryl hydrocarbon receptor interacting protein
112268090,0.0003556844118191,LOC112268090,uncharacterized LOC112268090
84304,0.0003556765216207,NUDT22,nudix hydrolase 22
282974,0.0003546434640061,STK32C,serine/threonine kinase 32C
9168,0.0003544653488925,TMSB10,thymosin beta 10
101929134,0.0003542701863354,PIGY-DT,PIGY divergent transcript
9750,0.0003533754921314,RIPOR2,RHO family interacting cell polarization regulator 2
29881,0.0003527363638338,NPC1L1,NPC1 like intracellular cholesterol transporter 1
